Date,Oil,Banks,Txtls,Toys,Rtail,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2021-07-01,-8.89,-0.43,0.09,-3.8,-0.79,1.34,-4.55,-1.79,5.5,-0.59,0.0,-2.18
2021-08-01,-1.34,2.03,-0.32,-10.28,3.01,2.95,-0.66,-0.23,-0.26,-1.72,0.0,2.63
2021-09-01,11.27,0.99,-8.04,-10.02,-4.54,-4.4,1.12,5.12,-1.92,2.0,0.0,1.43
2021-10-01,10.29,4.03,0.59,3.66,5.69,6.63,-2.7,-0.53,1.71,-1.54,0.0,3.31
2021-11-01,-5.38,-6.26,-4.39,-18.06,2.14,-1.58,-1.7,-0.37,7.19,1.7,0.0,0.96
2021-12-01,2.92,3.17,8.7,-2.21,-0.11,3.24,-0.78,3.25,4.88,4.29,0.01,-2.4
2022-01-01,17.83,1.88,-12.35,-18.32,-9.01,-6.15,-4.01,12.86,0.77,7.73,0.0,-2.43
2022-02-01,8.24,-1.87,-7.34,-2.15,-1.78,-2.28,2.86,3.06,-2.03,3.03,0.0,1.62
2022-03-01,9.74,-4.9,-9.07,-8.97,3.46,3.08,-2.11,-1.9,-1.5,3.21,0.0,2.92
2022-04-01,-1.4,-8.5,6.74,-11.4,-11.24,-9.41,-0.35,6.18,3.41,5.92,0.0,4.98
2022-05-01,15.83,3.59,2.35,-1.2,-5.61,-0.33,-0.03,8.44,1.55,3.95,0.03,2.52
2022-06-01,-16.66,-12.49,-11.22,-11.5,-8.63,-8.4,1.33,-6.0,1.76,-4.58,0.06,1.06
2022-07-01,10.43,8.57,6.9,2.98,16.41,9.57,1.78,-4.15,0.77,-6.85,0.08,-4.41
2022-08-01,3.3,-3.26,-12.2,-5.35,-3.44,-3.77,1.48,0.18,-4.74,1.32,0.19,1.89
2022-09-01,-9.29,-9.09,-15.53,-15.69,-7.68,-9.34,-0.98,0.03,-1.33,-0.77,0.19,3.71
2022-10-01,23.92,13.4,8.43,3.93,2.0,7.86,1.81,7.97,3.27,6.43,0.23,3.94
2022-11-01,0.88,5.19,6.99,5.09,2.85,4.69,-2.75,1.48,6.29,3.15,0.29,-1.71
2022-12-01,-4.12,-6.48,-0.92,-10.23,-8.92,-6.38,-0.2,1.34,0.34,4.28,0.33,4.94
2023-01-01,2.72,9.36,15.89,16.49,10.94,6.6,4.4,-3.94,-2.44,-4.43,0.35,-16.21
2023-02-01,-7.04,-1.89,-12.88,-3.81,-5.54,-2.57,0.57,-0.8,0.99,-1.51,0.34,0.52
2023-03-01,-0.29,-11.89,-5.77,-0.83,3.55,2.49,-6.89,-9.05,2.27,-2.1,0.36,-2.38
2023-04-01,2.69,1.74,4.18,-2.93,1.83,0.63,-2.57,-0.12,2.41,2.85,0.35,1.75
2023-05-01,-9.55,-3.96,-11.37,-8.91,1.95,0.33,-0.43,-7.79,-1.78,-7.08,0.36,-0.88
2023-06-01,6.34,7.06,12.18,10.91,7.85,6.46,1.28,-0.13,2.31,-1.54,0.4,-2.71
2023-07-01,7.45,7.18,3.46,6.96,3.19,3.21,2.86,4.06,-0.59,0.66,0.45,-3.99
2023-08-01,2.02,-5.1,-3.92,-0.92,0.48,-2.36,-3.64,-1.15,3.33,-2.37,0.45,3.9
2023-09-01,2.98,-3.93,-11.92,-7.4,-6.13,-5.23,-1.77,1.5,1.85,-0.75,0.43,0.25
2023-10-01,-6.1,-2.91,-6.24,-14.38,0.65,-3.15,-4.03,0.2,2.41,-0.72,0.47,1.69
2023-11-01,-1.59,13.17,8.43,5.91,6.95,8.88,-0.21,1.67,-3.73,-1.08,0.44,2.59
2023-12-01,0.01,9.69,16.65,10.22,6.38,4.85,7.25,4.89,-2.94,1.26,0.43,-5.5
2024-01-01,-0.21,1.57,-2.54,-6.13,1.34,0.73,-5.7,-2.38,0.64,-0.95,0.47,5.46
2024-02-01,3.14,4.05,12.11,3.68,10.84,5.07,-0.84,-3.43,-2.03,-2.21,0.42,5.01
2024-03-01,10.44,5.39,7.23,2.03,2.7,2.84,-1.2,4.16,1.32,1.14,0.43,-0.32
2024-04-01,-0.64,-3.9,-12.15,-3.25,-5.07,-4.65,-2.6,-0.45,1.15,-0.34,0.47,-0.43
2024-05-01,-0.62,2.95,6.71,0.61,3.67,4.32,0.57,-1.31,3.21,-2.9,0.44,1.45
2024-06-01,-2.06,-0.61,-6.19,-3.5,5.09,2.8,-4.32,-3.36,0.56,-1.79,0.41,0.86
2024-07-01,1.96,7.48,31.61,8.48,-0.13,1.22,8.33,5.57,0.26,0.27,0.45,-2.36
2024-08-01,-2.93,2.22,-1.7,-2.08,0.76,1.61,-3.57,-1.13,0.75,0.79,0.48,4.86
2024-09-01,-3.34,-2.0,1.62,3.37,4.09,1.73,-0.91,-2.73,0.19,-0.25,0.4,-0.6
2024-10-01,-0.47,5.13,-17.11,0.27,-0.96,-1.0,-0.86,0.91,-1.49,1.02,0.39,2.98
2024-11-01,6.47,13.24,10.71,4.0,10.25,6.49,4.63,0.38,-2.27,-1.93,0.4,0.81
2024-12-01,-8.75,-5.54,-10.97,-6.67,-0.3,-3.16,-3.82,-2.97,1.88,-1.2,0.37,-0.3
2025-01-01,1.49,8.55,2.09,-0.38,7.26,2.8,-1.23,1.76,-2.35,-3.22,0.37,1.01
2025-02-01,3.3,-0.53,-5.94,3.59,-5.06,-2.43,-4.88,4.84,1.07,3.09,0.33,-0.86
2025-03-01,3.91,-7.69,-4.34,-6.77,-8.65,-6.39,-1.47,2.87,2.09,-0.46,0.34,-2.64
2025-04-01,-14.35,-2.1,-6.3,-6.36,1.32,-0.84,-1.83,-3.29,-2.83,-2.59,0.35,5.01
2025-05-01,1.82,7.44,-2.71,5.55,6.47,6.06,-0.77,-2.81,1.29,2.48,0.38,2.25
2025-06-01,5.23,6.5,4.59,6.83,2.75,4.86,-0.08,-1.43,-3.19,1.38,0.34,-2.65
2025-07-01,3.56,0.82,0.95,1.92,3.11,1.98,-0.13,-1.28,-0.24,-2.04,0.34,-0.94
2025-08-01,4.3,5.11,17.47,6.41,0.85,1.84,4.81,4.44,-0.74,1.99,0.38,-3.61
2025-09-01,-0.75,0.13,-3.35,-3.02,-1.06,3.39,-2.24,-0.93,-2.15,-2.24,0.33,4.62
2025-10-01,-0.82,-0.1,-9.57,0.82,2.85,1.96,-1.62,-2.76,-5.8,-4.04,0.37,0.16
2025-11-01,2.46,1.35,0.29,9.2,-0.43,-0.13,1.62,3.62,1.66,0.62,0.3,-1.72
2025-12-01,-0.94,5.0,-3.02,-1.59,-1.15,-0.36,-0.17,2.36,0.38,0.39,0.34,-2.4
2026-01-01,13.93,-2.42,9.15,7.04,4.82,1.03,3.21,3.82,1.8,1.81,0.3,5.03
2026-02-01,8.84,-4.29,4.47,1.11,-3.6,-1.18,0.74,2.71,1.91,5.04,0.28,1.31
2026-03-01,13.09,-2.53,-19.29,-9.25,-2.95,-5.18,0.66,3.41,-2.08,-0.1,0.29,1.56
2026-04-01,-4.16,8.4,8.62,5.41,13.75,9.95,0.38,-1.17,-4.3,-3.78,0.29,9.51
2026-05-01,-6.16,-2.28,4.18,-1.35,-2.67,4.91,-2.77,-2.16,-8.42,-1.4,0.31,1.39
2026-06-01,-5.69,8.33,14.77,2.7,-5.59,-1.07,4.58,3.34,-4.64,3.46,0.29,4.62
